Tweet,HS,Abusive,HS_Individual,HS_Group,HS_Religion,HS_Race,HS_Physical,HS_Gender,HS_Other,HS_Weak,HS_Moderate,HS_Strong,PS
"Adem banget melihatnya, Allahu Akbar.",0,0,0,0,0,0,0,0,0,0,0,0,1
"Mentaliti jamban = pemikiran / adat budaya kita yang kurang elok. Itulah bila dah terbiasa buat,jadi nampak biasa &amp; tak kekok nak buat drp kita ubah yg biasa (buruk) kepada luar biasa (yg baik). Dah lama berakar umbi dari peralihan zaman &amp; generasi",0,0,0,0,0,0,0,0,0,0,0,0,1
"Ide prsamaan derajat itu berasal dari era Reformasi Luther di abad 16, yg menolak dominasi politik dan ekonomi Gereja Katholik dgn cara mengajukan sbuah konsep baru, yaitu menolak legitimasi religius dari kaum pendeta Katholik. #demokrasi'",0,0,0,0,0,0,0,0,0,0,0,0,1
gubernur CUNIHIN... teu kaop aya nu herang :)),0,0,0,0,0,0,0,0,0,0,0,0,1
"USER Koar"" ngaku anti aseng &amp; asing cuma ada pas pilkada atau pilpres aja. \xf0\x9f\x98\x86\xf0\x9f\x98\x86'",0,0,0,0,0,0,0,0,0,0,0,0,1
USER jari tu dah kenapa? cacat eh?',0,0,0,0,0,0,0,0,0,0,0,0,1
"Bismillah,; superiorPRINTING;; Harga; Ecer :LGNpolos135k,Print 145k; Lusin:LGNpolos 120k,Print130k; ; Bahan : Serena ,Drifit, PE sp; Info order:; Pin. 5FD97626; Wa. 081210090063; IG . sriyonoyn; #bolanet #pilkada #Jersey4Sale; #Jersey; #GoesToFestivalTamb",0,0,0,0,0,0,0,0,0,0,0,0,1
"Kecuali manusia dan monyet, semua mamalia buta warna #dfact'",0,0,0,0,0,0,0,0,0,0,0,0,1
"USER Bagi jokowi NOTHING IMPOSSIBLE...ITS REAL... Bukti NKRI dlm comando jokowi mnjadi kekutan baru di zona world class... Stlh skian puluh tahun dlm tekanan asing n cengkeraman mafia"" bajingan... Skrg NKRI berdiri kuat n kokoh mnuju WONDERFUL N",0,0,0,0,0,0,0,0,0,0,0,0,1
"untung2an dan jangan sampai kami ngaku Komunis, ngaku Atheis,...'",0,0,0,0,0,0,0,0,0,0,0,0,1
Terkadang jatuh cinta itu bisu. Hanya bicara pada secarik puisi yang sembunyi. Di balik makna yang akan dikenangnya sendiri.',0,0,0,0,0,0,0,0,0,0,0,0,1
"USER nanya seriusan mbah... Kenapa meng ""iya"" kan maen film di Kafir ini? Ceritanya menarik? Sesuai dengan hati nurani?'",0,0,0,0,0,0,0,0,0,0,0,0,1
USER Lagi jadi tuyul kaliii?? Ga ah nanti malah aku yg diusir guanlin\xf0\x9f\x99\x84',0,0,0,0,0,0,0,0,0,0,0,0,1
Istana Menjawab Tudingan Presiden Membuat Rakyat Miskin,0,0,0,0,0,0,0,0,0,0,0,0,1
Alasan Novanto Tertidur Saat Pembukaan Munaslub Golkar via USER,0,0,0,0,0,0,0,0,0,0,0,0,1
USER Kalo kamu ga join sq pemes kamu gabakalan kepilih\nKalo followers kamu ga puluhan ribu kamu hanya butiran ampas(?)\n\n^ Begitu siiii istilahnya skrng',0,0,0,0,0,0,0,0,0,0,0,0,1
USER Kan sipit \xf0\x9f\x98\x91 gitu nih mesti di capslock',0,0,0,0,0,0,0,0,0,0,0,0,1
USER Gua buta bahasa asing artinya sangat lelah itu apaan min?',0,0,0,0,0,0,0,0,0,0,0,0,1
USER AKU JUGA BELUM MOVE ON DARI MANTANKU YG SIPIT SIPIT GEMESIN GITU IH:(',0,0,0,0,0,0,0,0,0,0,0,0,1
"liat sesama orang indo jalan kaki dipandang sebelah mata, giliran ada orang asing jalan kaki di negeri sendiri takjubnya abis abisan. wkwk'",0,0,0,0,0,0,0,0,0,0,0,0,1
[NOSTALGIA DENGAN BUDAYA]; ; nosÂ·talÂ·gia n kerinduan (kadang-kadang berlebihan) pada sesuatu yang sangat jauh letaknya atau yang sudah tidak ada sekarang; ; Kangen sama masa-masa sekolah? Kangen sama lingkungan sekolah? Yuk nostalgia masa sekolah dengan pa,0,0,0,0,0,0,0,0,0,0,0,0,1
"Perspektif syariat Islam\n\nUntuk memahami bagaimana hukum LGBT perspektif Islam , maka perhatikan penjelasan \xe2\x80\x93 penjelasan satu persatu dari LGBT ( Lesbi , Gay , Bisexual , dan Transgender )'",0,0,0,0,0,0,0,0,0,0,0,0,1
yang belum tidur cepetan tidur nanti digigit onta hloo :D',0,0,0,0,0,0,0,0,0,0,0,0,1
"USER USER Itulah contoh orang yang mau kerja untuk rakyatnya bukan untuk partainya loh.. Untuk rakyatnya... Ada wakil ketua dpr kita yg kerjaanya nyinyir dan nyinyir aja ke pemerintah, bukan kritik tapi nyela.. Coba dpr tugasnya apa? 3 t",0,0,0,0,0,0,0,0,0,0,0,0,1
17. Akan berbicara terkait kasus BLBI;,0,0,0,0,0,0,0,0,0,0,0,0,1
"Krn saat itu di Barat, gereja Kristen menyebabkan masyarakat trauma dan meragukan agama.",0,0,0,0,0,0,0,0,0,0,0,0,1
USER USER USER MEN MENSIP KALIAN UHUWWW GA KERASA MW BROJOL IYA SEMOGA LANGGENG!! JGN TENGKAR2 KAYA BOM BOM CAR!! SEMOGA MENJADI PANUTAN Q YG BAIQ. DAH GUBYA MWAAAA \xe2\x9d\xa4',0,0,0,0,0,0,0,0,0,0,0,0,1
USER mari diborong yang banyak buat fakir dan umat yg dimiskinkan pengetahuannyanoleh orangbyg mengaku ulama...; diborong diborong diborong; murah meriah,0,0,0,0,0,0,0,0,0,0,0,0,1
USER Disana teriak aseng aseng juga ga ya?',0,0,0,0,0,0,0,0,0,0,0,0,1
"USER pki, maksudnya pks ? #nanya'",0,0,0,0,0,0,0,0,0,0,0,0,1
USER USER Kenapaa? Kan asik..; Etapi tergantung budaya apa sih wkwkwkwk,0,0,0,0,0,0,0,0,0,0,0,0,1
"RT USER: USER Jadi inget uang jajan sma yg dikit pake kepotong bensin anter jemput sekolah tiap hari, akhir pekan bela""in n\xe2\x80\xa6'",0,0,0,0,0,0,0,0,0,0,0,0,1
"""Shinobi yang melanggar aturan memang disebut sampah, tetapi shinobi yang meninggalkan sahabatnya lebih rendah dari sampah"" -Uchiha Obito(Naruto)'",0,0,0,0,0,0,0,0,0,0,0,0,1
"Waktu kita tanyain ttg kurikulum, kegiatan, jurusan dll ttg sekolah tsb, ibu guru yg nerima kita memberikan CD gratissss ttg sekolah tsb. Dan beliau bersudi hati ngajakin kita keliling sekolah tsb. \n\nNama sekolahnya SMK Katolik Santo Mikael.'",0,0,0,0,0,0,0,0,0,0,0,0,1
USER Bukann kristen jugaa.. \n\nGakuadh hatiku\xf0\x9f\x92\x94',0,0,0,0,0,0,0,0,0,0,0,0,1
Presiden USER hadiri Milad PMII. selamat ultah PMII ~ USER USER USER USER #2019TetapJokowi #Jokowi2Periode #JokowiDuaPeriode #JokowiMembangunIndonesia,0,0,0,0,0,0,0,0,0,0,0,0,1
USER USER USER Menyelamatkan fundamental ekonomi kearah lebih baik adalah mulia drpd tidak paham klo junjungannya 2010-2014 telah mewaiskan bencana ekonomi,0,0,0,0,0,0,0,0,0,0,0,0,1
Kita Maju Bersama Ulama ; Kita Bergerak Bersama Semua Tokoh Agama untuk Indonesia; #NderekGusMus,0,0,0,0,0,0,0,0,0,0,0,0,1
di masa rezim jokowi aku bisa twoshoot sama yona 2 kali',0,0,0,0,0,0,0,0,0,0,0,0,1
USER USER USER Teras saksi bisu ya MasDie.\n\nDuh khawatir sama keadaan Dicka nih',0,0,0,0,0,0,0,0,0,0,0,0,1
USER Yakali Pak TNI suruh urusin sampah plastik... \xf0\x9f\x98\x91',0,0,0,0,0,0,0,0,0,0,0,0,1
"USER USER Hahaha sialaaan nih si USER,; ; ternyata klo lg laper, ; presiden juga mau disikat sama doið???ð??½; ;",0,0,0,0,0,0,0,0,0,0,0,0,1
"USER Tol dibangun buat asing aseng yg punya duit, biar gampang transportasinya buat njarah sumber alam di daerah2 ts",0,0,0,0,0,0,0,0,0,0,0,0,1
Berdayakan Ekonomi Pesantren Ulama Jawa Barat Dukung Jokowi di Pilpres 2019; #TetapJokowi2019,0,0,0,0,0,0,0,0,0,0,0,0,1
USER USER Admin.. Bukan presiden.. Tapi pm,0,0,0,0,0,0,0,0,0,0,0,0,1
"Jatuh dari ketinggian luar biasa dan aku masih hidup tanpa cacat. Bukankah inu karunia? Ya. Kepalaku hanya mengalami pendarahan otak di dalam, sedikit kata dokter. Tak apa, tak perlu operasi. Alhamdulillah.'",0,0,0,0,0,0,0,0,0,0,0,0,1
"Agar kelak dapat mengungkap dengan jujur, siapa sebenarnya Muhammad dan siapa yg bicara di Quran, betul Pak Lukman?",0,0,0,0,0,0,0,0,0,0,0,0,1
USER ini video yang di tangerang cikupa. Orang y dah nikah taun kemaren viral 6 orang terciduk \xf0\x9f\x98\x82\xf0\x9f\x98\x82rt rw ama antek antek y',0,0,0,0,0,0,0,0,0,0,0,0,1
"1)Tidak beriman kepada Tuhan dan Rasul seperti golongan Ateis\n2)Beriman kepada Tuhan, tetapi menolak Rasul sepeti golongan anti-hadis\n3)Beriman kepada Tuhan tetapi menolak sebahagian Rasul seperti Yahudi menolak kerasulan Nabi ISA AS dan Nasrani menola",0,0,0,0,0,0,0,0,0,0,0,0,1
BERIKUT BIOGRAFI CALON KETUA DEMA; UNIVERSITAS ISLAM NEGERI SYARIF HIDAYATULLAH JAKARTA; NO URUT 3,0,0,0,0,0,0,0,0,0,0,0,0,1
"USER USER USER USER itulah yang dimanfaatkan sama akun2 anonim geje kaya Conan, Sinting, dll... bahkan pendukung DPP sampe ga bisa membedakan mana loyalis FH dan AM pada waktu yang berbeda... semakin lama akan semakin rumit kalo ga mencoba memetakan konflik dengan baik'",0,0,0,0,0,0,0,0,0,0,0,0,1
"Jangan langsung ngepatenin ""oh ini mah buku komunis, oh ini mah buku ekstrem"" baca dulu, pelajarin. Banyak buku yang katanya ""terlarang"" justru bermanfaat buat belajar sejarah Indonesia.'",0,0,0,0,0,0,0,0,0,0,0,0,1
USER USER takut gendut y?.. dan ga ada co yg lirik?... ya begitu lah cowo.. kalau punya pasangan pun belom tentu bisa ngegodain cwe lain... ya beda kalau artis sama artis psanganya.. kalau artis sama pasangan biasa ya... beda lagi gayanya,0,0,0,0,0,0,0,0,0,0,0,0,1
"USER Eeh sorry hehee, aku baca lagi ternyata disebut nama bukunya : Yahudilik ve Masonluk ' atau 'Yahudi dan Freemasonry' thn 1986. Link artikelnya ada di reply tweet ini juga\n\nWallahu'alam yak...""",0,0,0,0,0,0,0,0,0,0,0,0,1
USER Telpon Pak USER .Masnya pas pilkada kemarkn milih pak USER ?Siapa tahu nasibnya spt USER .ð???ð???,0,0,0,0,0,0,0,0,0,0,0,0,1
Langka adalah homo sapiens yang lebih sering berlalu lalang di sini daripada di sosmed sebelah =D',0,0,0,0,0,0,0,0,0,0,0,0,1
__-__; Tahun ini Masyarakat Adat Baduy menyerahkan hasil panennya kepada Pjs Bupati Lebak Ino S Rawita dan Gubernur Banten Wahidin Halim. #SebaBaduy2018,0,0,0,0,0,0,0,0,0,0,0,0,1
USER USER USER Masak imej TKI selalu seperti itu. Diaspora kita dahsyat2 lho....',0,0,0,0,0,0,0,0,0,0,0,0,1
"Sambungan kuliah Maghrib khas bersama Syeikh Kurayyim Rajih, ketua ulama qurra Syria dan ustaz Nazmi ""smackdown"" sebagai penterjemah rasmi beliau. Lokasi masjid al-Muttaqin Wangsa Melawati..",0,0,0,0,0,0,0,0,0,0,0,0,1
Gubernur yang membuat bangga bangsa Indonesia,0,0,0,0,0,0,0,0,0,0,0,0,1
"USER USER USER Sama aja lh lae,meskipun sdh turun menurun tp ideologi pki sllu melekat di jiwa mreka.'",0,0,0,0,0,0,0,0,0,0,0,0,1
"\xe2\x80\x9cTidak!\xe2\x80\x9d kata salah seorang Khalifah Rasyidin itu, \xe2\x80\x9ckami dahulu memerangi orang kafir bersama mereka\xe2\x80\x9d. \xe2\x80\x9cKalau begitu, mereka orang-orang munafik\xe2\x80\x9d. \xe2\x80\x9cTidak juga. Sebab, orang muna",0,0,0,0,0,0,0,0,0,0,0,0,1
"USER Akupun merasa matanya mengecil setelah lama pakai kacamata, dan katanya kalau bangun tidur tambah sipit \xf0\x9f\x98\x81'",0,0,0,0,0,0,0,0,0,0,0,0,1
"USER Shummun bukmun 'umyun fahum laa yarji'uun: Mereka pekak, bisu, dan buta,\n\nSudah ckup, mari doakan yg trbaik bagi yg berkepntingan karena doa org yg terzolimi tidak ada penghalangny..""",0,0,0,0,0,0,0,0,0,0,0,0,1
DUKUNGAN PILKADA DAMAI DARI SISWA/SISWI MAN 3 MEDAN DAN ANTI BERITA HOAX,0,0,0,0,0,0,0,0,0,0,0,0,1
Masih aja ada 'Orang Berpendidikan' berpikir Ekonomi syari'ah adalah ekonomi pembangunan para ekstrimis,0,0,0,0,0,0,0,0,0,0,0,0,1
USER USER USER USER USER Enak lho dapet beasiswa aseng. Lo gak mau?',0,0,0,0,0,0,0,0,0,0,0,0,1
"USER Mau kamu baca ff couple straight/yuri/yaoi jatohnya tetep delusi juga kan? jadi menurut aku sih tiap orang punya preferensi masing2 dalam membaca cerita yg mereka suka, kalo aku cuman jadiin hiburan aja. Dan juga kalo mereka gay hak kita b",0,0,0,0,0,0,0,0,0,0,0,0,1
Perbanyaklah membaca CERDAS biar gak dicap goblok :v\n\n#just_kidding\nNB : hanya orang dengan IQ diatas rata-rata yang mengerti tulisan di atas :v',0,0,0,0,0,0,0,0,0,0,0,0,1
"USER Wahai saudaraku, ketahuilah bahwa, Jokowi adalah tetap saudara kita. Yg patut kita tinggalkan adalah para partai politik pendukung penista agama, orang2 yg mendukung penista agama, penduduk zionis Israel, kaum munafik, liberal, komunis d",0,0,0,0,0,0,0,0,0,0,0,0,1
"USER Woii ternyata riri wkwkk, ya lu ganti uname sama dn sih kan asing:('",0,0,0,0,0,0,0,0,0,0,0,0,1
"Ini lho mengkritik yg dimaui pak USER yaitu kritik tp ngasih solusi spt USER .. lha USER jg contoh pemimpin yg bener, dikritik malah bilang terimakasih..kalo pemimpin Kayak mereka semua, pasti Indonesia beres!! USER USER USER @",0,0,0,0,0,0,0,0,0,0,0,0,1
"Namun, apakah ada soal yang lebih gawat ketimbang pemerintah yang kecele berkali-kali dalam kerja samanya dengan perusahaan asing?\n#Freeport51'",0,0,0,0,0,0,0,0,0,0,0,0,1
"USER Aku pernah kak. Beli barang dari cina di shopee. Trus ada yg ga ada di paket. Aku tanyain kan. Sellernya mau ngerefund. Akhirnya di refund. Tapi kan akunya rugi di ongkos kirim. Apalagi ini barang jualan, masing2 harga jual udah digabung sa",0,0,0,0,0,0,0,0,0,0,0,0,1
USER Ga sipit udah gede itu kak.',0,0,0,0,0,0,0,0,0,0,0,0,1
"\xe2\x80\xa2 Nam dan Shone film yang mengisahkan Nam si cewe kuper yg ngefans\ndengan Shone cowo ganteng nan populer melakukan segala cara agar bisa\ndeket sama Shone, salah satunya mengubah penampilan dari cewe culun\njadi cewe cantik'",0,0,0,0,0,0,0,0,0,0,0,0,1
"USER Yg tebar nyir nyir apa itu bukan seperti teroris, emang teroris cm indentik hanya bom ???'",0,0,0,0,0,0,0,0,0,0,0,0,1
USER Halo Ustad Siauw. Nama saya Albert. Saya dulu Kristen. Sekarang sedang mencari. Saya following Ustad karena saya ingin belajar tentang Islam. Semoga diperbolehkan.',0,0,0,0,0,0,0,0,0,0,0,0,1
permusyawaratan perwakilan yang berintikan musyawarah untuk mufakat secara gotong royong diantara semua kekuatan nasional yang progresif revolusioner dengan berporoskan nasakom dengan ciri:\nDominasi Presiden\nTerbatasnya peran partai politik\nBerkembang,0,0,0,0,0,0,0,0,0,0,0,0,1
"WASPADA JATENG!!!; Indikasi akan ada mobilisasi massa dri luar jateng untk tamasya pilkada!!!; ; ""Temuan Panwas Brebes, Ada 1 NKK dengan 946 Anggota Keluarga""; USER; USER USER USER USER USER USER",0,0,0,0,0,0,0,0,0,0,0,0,1
"Nach, tuh..; Tidak terjadi di Indonesia ajach, kan..; Di Suadi Arabia seorang Ulama juga kena cekal..",0,0,0,0,0,0,0,0,0,0,0,0,1
USER beliau warga katolik di sana mas? kirim nomornya ya',0,0,0,0,0,0,0,0,0,0,0,0,1
"USER Kenapa harus iri? Mereka wudhu (menyucikan diri) sebelum bertemu dgn Tuhan mereka. Org Kristen tidak perlu menyucikan diri trlebih dahulu, karena Tuhan Yesus akan mau menerima segala dosa2/kenajisan kita. Dan Ia sendiri yg akan menyucikan kita.",0,0,0,0,0,0,0,0,0,0,0,0,1
"USER USER USER Teroris adalah orang yg melakukan \'teror\', teror adalah tindakan mengancam, mengintimidasi, melakukan tindakan kekerasan utk menakut2i dan membahayakan orang lain. \nSaya kangen ""tweet""an bung USER soal ""anak",0,0,0,0,0,0,0,0,0,0,0,0,1
"Jaga Budaya Aman Berkendara, Piaggio Indonesia Luncurkan Kampanye Safety in Style",0,0,0,0,0,0,0,0,0,0,0,0,1
YANG Perlu di sadari krisis moneter itu sebenarnya krisis Ekonomi.,0,0,0,0,0,0,0,0,0,0,0,0,1
Sesampainya disana\nDuduk dua duaan \nMakan roti buaya\nDengar lagu kitaaa\nKita menari bersama',0,0,0,0,0,0,0,0,0,0,0,0,1
Gubernur Jabar HEBAT!ð???ð???,0,0,0,0,0,0,0,0,0,0,0,0,1
USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER,0,0,0,0,0,0,0,0,0,0,0,0,1
USER Abis lempar batu sembunyi tangan. Abis pasang bom sembunyi sembunyian',0,0,0,0,0,0,0,0,0,0,0,0,1
"1. Siang hari ini, Presiden USER memimpin Rapat Terbatas di Istana Kepresidenan Bogor dengan topik 'Perkembagan Persiapan Asian Games XVIII Tahun 2018' #JokowiPacuPromosiAsianGames #YukPromosikanAsianGames18",0,0,0,0,0,0,0,0,0,0,0,0,1
"RT USER: kalo di transformer biasanya mobil berubah jd robot, kalo unbk biasanya orang pinter berubah jd haji bolot.'",0,0,0,0,0,0,0,0,0,0,0,0,1
Aseng lah ni forever young. Aku dengar ulang ulang sial dgn music video sekali',0,0,0,0,0,0,0,0,0,0,0,0,1
Polemik MUI: Jangan Serang Ulama | KH. Bachtiar Nasir,0,0,0,0,0,0,0,0,0,0,0,0,1
"Bahkan etnic uyhgur dipaksa tinggalkan budaya uyghur menjadi etnic han, jelas ini kekonyolan, mana bisa orang dari suku apa dipaksa pindah suku. Bahkan tragisnya banyak warga uyghur jadi korban penjualan organ tubuh; ; Dieksekusi--setelaj sebelumnya dicap",0,0,0,0,0,0,0,0,0,0,0,0,1
"USER Se-random-nya gue paling ""Yang, pengen ke gereja"" (padahal sama2 bukan kristen), ""Kalo nanti rambut kamu mulai botak kamu mau botakin sekalian atau mau pake obat penumbuh rambut?"", atau ""Yang cara kerja piston itu gimana?"". Kalo gue lg random",0,0,0,0,0,0,0,0,0,0,0,0,1
"USER mau dismain zaman wali songo dng zaman skrng. dlu zaman wali songo, nusantara itu isi nya hnya hindu, budha dn ateis. mrk anti ajaran islam atau yg brunsur islam. utk mndkti msyrakt pda zaman itu satu\xc2\xb2nya cara dng ""menikahi"" adatnya. k",0,0,0,0,0,0,0,0,0,0,0,0,1
USER Aktifis 98 yg dukung jokowi itu adalah aktifis GMNI DAN PRD semua aktifis kiri ato komunis. Aktifis murni 98 tdk pernah mau di tumpangi dan non bayaran. Krn murni dr nurani.',0,0,0,0,0,0,0,0,0,0,0,0,1
Siapa curi sampin lelaki sekolah agama ni,0,0,0,0,0,0,0,0,0,0,0,0,1
"â??Jadikan deritaku ini sebagai kesaksian, bahwa kekuasaan seorang presiden sekalipun ada batasnya. Karena kekuasaan yang langgeng hanyalah kekuasaan rakyat. Dan diatas segalanya adalah kekuasaan Tuhan Yang Maha Esa.â?? (Soekarno)",0,0,0,0,0,0,0,0,0,0,0,0,1
"Alhamdulillah. 6 kali berturut-turut dpt WTP. Smoga jadi kado positif jg unt 20 th PKS, berkhidmat dg benar untRakyat SumBar. Selamat Akh Gubernur dan warga SumBar.",0,0,0,0,0,0,0,0,0,0,0,0,1
USER USER Bagaimana dengan Hadits yang mengatakan bahwasanya Rasulullah pernah membeli sebagian Makanan dari orang Yahudi dengan cara Hutang (ditunda) dan menggadaikan Perisai nya.',0,0,0,0,0,0,0,0,0,0,0,0,1
Retweet USER; Program Jokowi bagi-bagi sertifikat mengangkat ekonomi rakyat.. rakyat juga merasa lebih tenang kok dengan adanya #sertifikatanahJKW,0,0,0,0,0,0,0,0,0,0,0,0,1
Belajar Pertanian Organik Lewat Kampung Agro Eduwisata - Republika Online #budaya #seni #inovasi #indonesia,0,0,0,0,0,0,0,0,0,0,0,0,1
USER Dia Kristen ibu',0,0,0,0,0,0,0,0,0,0,0,0,1
"USER Ntu orang kalo suruh baca LKS biologi dulu paling cuma liat gambar2 nya doang...gambar macan, gambar bunga bangkai, gambar organ tubuh.... Hehe'",0,0,0,0,0,0,0,0,0,0,0,0,1
"Gus Ipul diusung PDIP didukung oleh koalisi yg ada Gerindra dan PKS nya. Tim Ipul tidak ada yg nyerang mbak Khofifah dg ujaran kebencian.; Juga sebaliknya, tim Khofifah didukung Golkar dan Nasdem, juga tanpa ujaran kebencian ke Ipul.; Damai kan ? Ayem kan",0,0,0,0,0,0,0,0,0,0,0,0,1
USER USER USER pro rakyat aseng',0,0,0,0,0,0,0,0,0,0,0,0,1
Sekian lama merasa terganggu; Dengan logika2 tentang â??dunguâ??; Merekapun tak sabar menunggu; Untuk menerkam yg satu itu ; #dendam,0,0,0,0,0,0,0,0,0,0,0,0,1
SPM STRAIGHT A'S PLUS; BM A+; BI A+; MM A+; AGAMA A+; SEJARAH A+; ADDMATH A+; KIMIA A+; FIZIK A+; PKEE/PKA/PKM/PKU A+; LK/AKAUN A+; .; .; AAMIIN ð???,0,0,0,0,0,0,0,0,0,0,0,0,1
Presiden Trump: AS-Korut Adakan Pembicaraan Langsung Tingkat Tinggi,0,0,0,0,0,0,0,0,0,0,0,0,1
"Selain itu, Kalla Group juga membawahi Sekolah Islam Athirah dan Yayasan Kalla.",0,0,0,0,0,0,0,0,0,0,0,0,1
"Pada wkt agama kristen mulai menguat sekitar Timur Tengah, wkt Byzantium mengakui eksistensi agama ini, terbentuk ormas PARABALANI.; ; Anggota Parabalani umumnya pemuda2 dr kelompok rendah masyarakat tetapi fanatik kristen dan taat pada ulama mereka.",0,0,0,0,0,0,0,0,0,0,0,0,1
USER Berasa punya monyet :v .g',0,0,0,0,0,0,0,0,0,0,0,0,1
"USER USER USER Madinah itu sebuah negara yg dipimpin Rasulullah dan dilanjutkan khulafur rasyidin. Buktinya, Rasul mengirimkan surat ke berbagai negara, melakukan perjanjian dg negara lain, mengatur ekonomi masyarakat, berjihad melawa",0,0,0,0,0,0,0,0,0,0,0,0,1
"2. Dalam kesempatan itu, Presiden USER menyatakan, menjadi sebuah negara besar dengan ekonomi yang kuat bukanlah perkara mudah. Banyak tantangan dan ujian yang harus dihadapi dengan penuh keyakinan dan rasa optimisme #JokowiAjakMasyarakatOptimistis",0,0,0,0,0,0,0,0,0,0,0,0,1
USER USER Dan kami di Jawa sama sekali tidak berkeberatan bahwa Jokowi adalah antek orang Papua \xf0\x9f\x91\x8d\xf0\x9f\x99\x82\xf0\x9f\x91\x8d',0,0,0,0,0,0,0,0,0,0,0,0,1
"10 April 1877 Raden Mas Panji Sosrokartono, kakak RA Kartini, lahir di Pelemkerep, Mayong, Jepara, Jawa Tengah. Dia pernah jadi wartawan perang dan penerjemah dalam momen-momen penting sejarah dunia. Menutup hidupnya dengan ilmu kebatinan.",0,0,0,0,0,0,0,0,0,0,0,0,1
"Kalau udah sange gini, enak maininnya.\n\nKita sebagai cewe juga jangan jijik.\n\nJANGAN JIJIK.\n\nKan mau cipokan enak tanpa grepe.'",0,0,0,0,0,0,0,0,0,0,0,0,1
"USER USER USER USER Baca bae2 maz bli USER tidak menyama2 kan dengan Islam dengan Hindu, bahkan diawal kata pun beliau menyebutkan \xe2\x80\x9ctdk bisa menilai islam dlm kacamata hindu\xe2\x80\x9d \nBeliau hanya menja",0,0,0,0,0,0,0,0,0,0,0,0,1
"Follow USER untuk mengetahui informasi terkini mengenai ekonomi, keuangan, perbankan, investasi, saham di Indonesia dan dunia hari ini",0,0,0,0,0,0,0,0,0,0,0,0,1
"Tomohon jga mrupakan pusat pmbelajaran agama Kristen dan Katolik. Ada tmpat khusus utk brdoa dan meditasi yg disebut Bukit Kasih, sbuah tmpat suci yg indah dan tenang. #TomohonInternationalFlowerFestival'",0,0,0,0,0,0,0,0,0,0,0,0,1
"Penggusuran paksa adalah pelanggaran berat HAM, terutama dari hak ekonomi-sosial-budaya, dimana disitu ada hak atas hunian layak. ; Lalu apa hubungannya dengan kasus Pak Novel Baswedan? ; #HamHunianLayak",0,0,0,0,0,0,0,0,0,0,0,0,1
USER KPK Periksa Gubernur Sumut dan Cawagub Ijeck Shah KPK memeriksa Gubernur Sumater,0,0,0,0,0,0,0,0,0,0,0,0,1
"eh tp ya ngomongin pacaran beda agama. Temen gue ortunya beda agama, tapi tetep sama keyakinannya masing2..... ibunya islam ayahnya kristen. Berarti gapapa dong?'",0,0,0,0,0,0,0,0,0,0,0,0,1
USER HUTANG diganti dg bhs yg halus GOTONG ROYONG. Bnr2 NALAR WARAS rakyat Indonesia sdng DIUJI di rezim ini...\n#LULUS naik KELAS',0,0,0,0,0,0,0,0,0,0,0,0,1
"Ahok di tuduh menista agama cuma SATU AYAT di dalam Kitab suci (Al Quran); ; USER menista Al-Quran yg terdiri 114 surat, 30 juz dan 6236 ayat.; ; Kalau menghina satu ayat kena hukuman 2 tahun penjara, tinggal mengalikan aja brp tahun hukuman yg pan",0,0,0,0,0,0,0,0,0,0,0,0,1
"Kondisi ini masih diperburuk dengan peran politik Partai Komunis Indonesia (PKI) yang mendominasi di kehidupan politik Indonesia. Bersandar pada Dekrit Presiden 5 Juli sebagai sumber hukum,'",0,0,0,0,0,0,0,0,0,0,0,0,1
USER Sumpah ga lucu bgt jadiin autis bahan bercandaan',0,0,0,0,0,0,0,0,0,0,0,0,1
Jembatan Tuban yang Ambruk Diresmikan Presiden Soeharto Tahun 1980,0,0,0,0,0,0,0,0,0,0,0,0,1
USER Islam Nusantara itu terbukti gagal merubah yahudi Israel untuk menjadi rahmah.',0,0,0,0,0,0,0,0,0,0,0,0,1
"Dulu mereka buat salah. Sekarang mereka ingin tebus kesalahan.\n\nBeri lah peluang tuan2.\n\nCuma satu saja tuan2, jgn bergantung harap sgt. Org kata jgn taksub, ada juga kata wala' buta.\n\nSebab itu perlu ada yg kritik &amp; bangkang. Tapi bila kritik",0,0,0,0,0,0,0,0,0,0,0,0,1
"Pengamat Novri Susan: Emil Agresif, Puti Lebih Woles;",0,0,0,0,0,0,0,0,0,0,0,0,1
"Pak USER MenAg tak boleh membiarkan penipuan ini trs terjadi, harus ada penjelasan Muhammad sesuai Quran",0,0,0,0,0,0,0,0,0,0,0,0,1
USER USER Amukan massa itu tidak benar secara hukum maupun kemanusiaan. Namun persoalannya adalah budaya yang mengakar dimasyarakat yang bersumber dari kekecewaan turun-temurun masyarakat kepada penegakan hukum.,0,0,0,0,0,0,0,0,0,0,0,0,1
"USER Terlepas dari bom surabaya, aksi dia sbg teroris sudah sangat menyusahkan.'",0,0,0,0,0,0,0,0,0,0,0,0,1
"USER USER Hanya terjadi di rezim Jokowi. Yang dicopot harusnya Kapolrinya . Karna lembaga kepolisian setiap kebijakan tidak berjalan sendiri sendiri,tapi ada perintah dan izin atasan.'",0,0,0,0,0,0,0,0,0,0,0,0,1
